Region Id,Market,Order Region,Order Country,Order State,Order City
8238966251,Pacific Asia,Eastern Asia,China,Liaoning,Anshan
7602661421,Pacific Asia,Southeast Asia,Malasia,Trengganu,Kuala Terengganu
3931115046,Pacific Asia,South Asia,India,Andhra Pradesh,Visakhapatnam
8562948342,Pacific Asia,South Asia,India,Kerala,Kollam
5464235977,Pacific Asia,West Asia,Baréin,Muharraq,Al Muharraq
6217316442,Pacific Asia,Eastern Asia,China,Shandong,Zaozhuang
5170310721,Pacific Asia,Eastern Asia,China,Sichuan,Xichang
1063248893,Pacific Asia,Oceania,Australia,Nueva Gales del Sur,Dubbo
4229313892,Pacific Asia,South Asia,India,Andhra Pradesh,Nellore
9927376309,Pacific Asia,Oceania,Australia,Australia Occidental,Albany
8415897485,Pacific Asia,Oceania,Australia,Queensland,Mount Isa
311758764,USCA,East of USA,Estados Unidos,Maryland,Clinton
7525914862,USCA,US Center ,Estados Unidos,Illinois,Oswego
2161082639,USCA,US Center ,Estados Unidos,Illinois,Saint Charles
710064623,USCA,South of  USA ,Estados Unidos,Georgia,Columbus
4309169569,USCA,US Center ,Estados Unidos,Illinois,Decatur
3723955688,USCA,West of USA ,Estados Unidos,California,Costa Mesa
6424148887,USCA,South of  USA ,Estados Unidos,Carolina del Norte,Asheville
3069742636,USCA,South of  USA ,Estados Unidos,Alabama,Florence
4875227270,USCA,East of USA,Estados Unidos,Massachusetts,Lowell
3603455728,USCA,East of USA,Estados Unidos,Ohio,Akron
1497354992,USCA,Canada,Canada,Ontario,London
4099556127,USCA,South of  USA ,Estados Unidos,Virginia,Springfield
673790673,USCA,West of USA ,Estados Unidos,Nevada,Henderson
6449166310,USCA,Canada,Canada,Ontario,North York
1927621748,USCA,US Center ,Estados Unidos,Michigan,Grand Rapids
9565133113,USCA,Canada,Canada,Ontario,Mississauga
1182872181,USCA,US Center ,Estados Unidos,Texas,Round Rock
71022276,USCA,US Center ,Estados Unidos,Texas,Arlington
4103100556,USCA,West of USA ,Estados Unidos,California,San Diego
5460541145,USCA,West of USA ,Estados Unidos,Arizona,Tucson
2616075252,USCA,US Center ,Estados Unidos,Michigan,Detroit
3492351202,USCA,US Center ,Estados Unidos,Minnesota,Minneapolis
9637585260,USCA,South of  USA ,Estados Unidos,Carolina del Norte,Charlotte
8533770491,USCA,Canada,Canada,Ontario,Windsor
6845805926,USCA,South of  USA ,Estados Unidos,Virginia,Newport News
9198827461,USCA,East of USA,Estados Unidos,Nueva York,Oceanside
5101703208,USCA,Canada,Canada,Columbia británica,Surrey
130620620,USCA,US Center ,Estados Unidos,Texas,San Antonio
1743168589,USCA,US Center ,Estados Unidos,Nebraska,Omaha
9229789518,USCA,East of USA,Estados Unidos,Maryland,Baltimore
3819015040,USCA,US Center ,Estados Unidos,Texas,Dallas
9407528462,USCA,Canada,Canada,Alberta,Calgary
1465353410,USCA,US Center ,Estados Unidos,Michigan,Jackson
7816132130,USCA,East of USA,Estados Unidos,Ohio,Columbus
3234758236,USCA,US Center ,Estados Unidos,Illinois,Chicago
9368538753,USCA,East of USA,Estados Unidos,Connecticut,Waterbury
1593168289,USCA,South of  USA ,Estados Unidos,Kentucky,Henderson
8041680097,USCA,West of USA ,Estados Unidos,Colorado,Parker
2831567983,USCA,West of USA ,Estados Unidos,California,Fairfield
1709476528,Africa,North Africa,Egipto,Fayún,Fayún
1166092049,Europe,Northern Europe,Reino Unido,Inglaterra,Bournemouth
2876519176,Europe,Western Europe,Francia,Normandía,Argentan
1518496314,Europe,Western Europe,Francia,Isla de Francia,Saint-Michel-sur-Orge
3444348343,Europe,Western Europe,Bélgica,Flanders Oriental,Ghent
6295702106,Europe,Western Europe,Francia,Isla de Francia,Maisons-Alfort
2751747419,Europe,Northern Europe,Reino Unido,Inglaterra,Solihull
3626093414,Europe,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,Perpignan
5662385592,Europe,Eastern Europe,Rusia,Bashkortostán,Ufa
4230581812,Europe,Southern Europe,Macedonia,Kumanovo,Kumanovo
3010651071,Europe,Western Europe,Francia,Isla de Francia,Athis-Mons
3399784103,Europe,Western Europe,Países Bajos,Overijssel,Almelo
3466558972,Europe,Northern Europe,Dinamarca,Dinamarca Meridional,Odense
4576947607,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Bergheim
95785005,Europe,Western Europe,Países Bajos,Holanda Meridional,Rotterdam
759474378,Europe,Eastern Europe,Rusia,Kaliningrado,Kaliningrado
4943968495,Europe,Southern Europe,Italia,Lombardía,Bergamo
102658793,Europe,Southern Europe,Italia,Apulia,Foggia
7814309971,Europe,Western Europe,Alemania,Renania-Palatinado,Mainz
3384941175,Europe,Eastern Europe,Ucrania,Dnipropetrovsk,Kryvyy Rih
1451612869,Europe,Southern Europe,Portugal,Porto,Vila Nova de Gaia
36803910,Europe,Western Europe,Francia,Auvernia-Ródano-Alpes,Fontaine
8356195807,Europe,Western Europe,Francia,Isla de Francia,Issy-les-Moulineaux
9638218872,Europe,Western Europe,Países Bajos,Güeldres,Apeldoorn
6544015745,Europe,Eastern Europe,Polonia,Pomerania,Slupsk
7284658143,Europe,Northern Europe,Dinamarca,Región Capital,Frederiksberg
9225299543,Europe,Southern Europe,Croacia,Grad Zagreb,Zagreb
5253470939,Europe,Western Europe,Francia,Borgoña-Franco Condado,Le Creusot
4707033630,Europe,Northern Europe,Reino Unido,Inglaterra,Huddersfield
3097615597,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Hamm
6161604399,Europe,Western Europe,Francia,Isla de Francia,Marly-le-Roi
4545655105,Europe,Western Europe,Países Bajos,Frisia,Leeuwarden
3547836774,Europe,Eastern Europe,Rusia,Stávropol,Budënnovsk
7524981393,Europe,Northern Europe,Reino Unido,Escocia,Dundee
8082037178,Europe,Western Europe,Francia,Isla de Francia,Bezons
4452398544,Europe,Western Europe,Francia,Bretaña,Douarnenez
6401243709,Europe,Eastern Europe,Rumania,Constanza,Constanza
1995677850,Europe,Southern Europe,Italia,Lacio,Guidonia Montecelio
7136752746,Europe,Western Europe,Francia,Isla de Francia,Viroflay
5858079348,Europe,Western Europe,Alemania,Baden-Wurtemberg,Freiburg
4613551242,Europe,Northern Europe,Noruega,Hedmark,Hamar
7267918349,Europe,Western Europe,Francia,Auvernia-Ródano-Alpes,Lyon
3347614602,Europe,Western Europe,Francia,Norte-Paso de Calais-Picardía,Saint-Quentin
471472211,Europe,Western Europe,Francia,Isla de Francia,Bagneux
6796551073,Europe,Western Europe,Suiza,San Galo,San Galo
2972042126,Europe,Western Europe,Alemania,Bavaria,Bayreuth
9221178441,Europe,Eastern Europe,Bulgaria,Varna,Varna
3053336188,Europe,Western Europe,Francia,Norte-Paso de Calais-Picardía,Soissons
2072816537,Europe,Eastern Europe,República Checa,Moravia-Silesia,Ostrava
478685058,Europe,Eastern Europe,República Checa,Liberec,Liberec
3104240729,Europe,Western Europe,Suiza,Zúrich,Zurich
3877533141,Europe,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,Pau
8796478495,Europe,Southern Europe,Italia,Campania,Capua
3789612586,Europe,Eastern Europe,Rusia,Ivanovo,Ivanovo
2131954602,Europe,Southern Europe,España,Melilla,Melilla
8293395149,Europe,Eastern Europe,Rusia,Kaluga,Kaluga
6584908108,Europe,Southern Europe,España,Madrid,Getafe
3944092211,Europe,Western Europe,Alemania,Baja Sajonia,Munster
1044451047,Europe,Western Europe,Francia,Provenza-Alpes-Costa Azul,Arles
9671527176,Europe,Eastern Europe,Ucrania,Poltava,Poltava
831716676,Europe,Northern Europe,Reino Unido,Inglaterra,Basildon
9475543605,Europe,Northern Europe,Suecia,Upsala,Upsala
107053780,Europe,Western Europe,Suiza,Zúrich,Winterthur
6224986918,Europe,Southern Europe,Italia,Toscana,Grosseto
6780374355,Pacific Asia,South Asia,Irán,Lorestan,Aligudarz
5436117044,Pacific Asia,Southeast Asia,Malasia,Perak,Taiping
7864870323,Pacific Asia,West Asia,Arabia Saudí,Medina,Medina
1760611057,Pacific Asia,South Asia,India,Tamil Nadu,Chennai
7058803468,Pacific Asia,Southeast Asia,Malasia,Kuala Lumpur,Kuala Lumpur
9743782032,Pacific Asia,West Asia,Irak,Cadisia,Ad Diwaniyah
9233716888,Pacific Asia,Eastern Asia,Japón,Hyogo,Kita-ku
5343265151,Pacific Asia,Eastern Asia,Japón,Hyogo,Himeji
638847703,Pacific Asia,Oceania,Australia,Nueva Gales del Sur,Wagga Wagga
4163579528,Pacific Asia,South Asia,Pakistán,Punyab,Bahawalpur
270081806,Pacific Asia,West Asia,Irak,Arbil,Arbil
8950853292,Pacific Asia,Eastern Asia,China,Shaanxi,Xi'an
6671306490,Pacific Asia,Eastern Asia,Japón,Hyogo,Nishinomiya
7073722782,Pacific Asia,South Asia,Irán,Fars,Shiraz
9163647960,Pacific Asia,South Asia,India,Jharkhand,Bokaro
6684630511,Pacific Asia,Oceania,Nueva Zelanda,Wellington,Wellington
4957430784,Pacific Asia,South Asia,India,Maharashtra,Malegaon
552557207,Pacific Asia,Eastern Asia,China,Shandong,Liaocheng
9120175573,Pacific Asia,Eastern Asia,China,Henan,Zhengzhou
2037831853,Pacific Asia,Eastern Asia,China,Jiangsu,Taizhou
3065871427,Pacific Asia,South Asia,Bangladés,Chittagong,Chittagong
2272466919,Pacific Asia,South Asia,India,Kerala,Thiruvananthapuram
1465040649,Pacific Asia,Eastern Asia,Japón,Hokkaido,Atsugacho
2691353277,Pacific Asia,Eastern Asia,China,Guangdong,Zhanjiang
533061178,Pacific Asia,South Asia,Afganistán,Nangarhar,Jalalabad
1173519600,Pacific Asia,West Asia,Turquía,Manisa,Soma
6905290788,Pacific Asia,Oceania,Nueva Zelanda,Bay of Plenty,Rotorua
6784782411,Pacific Asia,South Asia,India,Uttar Pradesh,Agra
5413870661,Pacific Asia,Southeast Asia,Malasia,Pahang,Kuantan
2538644772,Pacific Asia,Eastern Asia,China,Guangdong,Yangjiang
9879456822,Pacific Asia,West Asia,Georgia,Tiflis,Tiflis
8520130505,Pacific Asia,West Asia,Irak,Nínive,Mosul
4216737185,Pacific Asia,Eastern Asia,China,Hubei,Xiaogan
19242348,Pacific Asia,South Asia,Irán,Zanyán,Zanyán
7274802647,Pacific Asia,Eastern Asia,China,Shanxi,Jincheng
3972373943,Pacific Asia,Southeast Asia,Indonesia,Java Occidental,Depok
8181827892,Pacific Asia,West Asia,Turquía,Ankara,Mamak
1363909934,Pacific Asia,Eastern Asia,China,Jiangxi,Nanchang
1386014802,Pacific Asia,Eastern Asia,China,Sichuan,Mianyang
2462722604,Pacific Asia,Eastern Asia,China,Shaanxi,Xianyang
6548711637,Pacific Asia,Eastern Asia,China,Guangdong,Luoyang
9410788184,Pacific Asia,Oceania,Australia,Nueva Gales del Sur,Nowra
613420905,Pacific Asia,Southeast Asia,Indonesia,Bali,Denpasar
3526489535,Pacific Asia,Eastern Asia,China,Henan,Nanyang
6290953260,Pacific Asia,Eastern Asia,Corea del Sur,Daejeon,Daejeon
1739233138,Pacific Asia,Eastern Asia,China,Jiangsu,Changzhou
6473459556,Pacific Asia,Oceania,Nueva Zelanda,Gisborne,Gisborne
4734459853,Pacific Asia,South Asia,Sri Lanka,Occidental,Colombo
5040387448,Pacific Asia,Eastern Asia,Japón,Osaka,Takatsuki
3209536728,Pacific Asia,Oceania,Australia,Tasmania,Devonport
6518468425,Pacific Asia,Southeast Asia,Vietnam,Kiên Giang,Rach Gia
6947546359,Pacific Asia,South Asia,Irán,Hormozgán,Bandar Abbas
2221181994,USCA,South of  USA ,Estados Unidos,Virginia,Alexandria
8803166153,USCA,South of  USA ,Estados Unidos,Alabama,Huntsville
9364399385,USCA,East of USA,Estados Unidos,Delaware,Newark
6677902679,USCA,South of  USA ,Estados Unidos,Tennessee,Memphis
9923569509,USCA,South of  USA ,Estados Unidos,Arkansas,Fayetteville
2684553853,USCA,South of  USA ,Estados Unidos,Virginia,Richmond
2653787488,USCA,South of  USA ,Estados Unidos,Kentucky,Richmond
1083213754,USCA,US Center ,Estados Unidos,Misuri,Springfield
819476251,USCA,South of  USA ,Estados Unidos,Florida,Lakeland
8856871207,USCA,East of USA,Estados Unidos,Nueva York,Auburn
1796681470,USCA,East of USA,Estados Unidos,Ohio,Springfield
4652095783,USCA,US Center ,Estados Unidos,Texas,Pharr
6502538023,USCA,East of USA,Estados Unidos,Nueva York,Hempstead
2336252148,USCA,South of  USA ,Estados Unidos,Kentucky,Louisville
7085091925,USCA,US Center ,Estados Unidos,Kansas,Wichita
8404196405,USCA,US Center ,Estados Unidos,Texas,Fort Worth
970967010,USCA,East of USA,Estados Unidos,Maryland,Columbia
5417871022,USCA,South of  USA ,Estados Unidos,Georgia,Atlanta
6455569416,USCA,US Center ,Estados Unidos,Texas,Odessa
9723064585,USCA,Canada,Canada,Columbia británica,Saanich
1756576222,USCA,West of USA ,Estados Unidos,Nevada,Las Vegas
5309211242,USCA,West of USA ,Estados Unidos,California,Morgan Hill
9222966145,USCA,West of USA ,Estados Unidos,Oregón,Portland
1668660260,USCA,East of USA,Estados Unidos,Nueva York,Buffalo
5341974124,USCA,US Center ,Estados Unidos,Texas,Amarillo
6376729979,USCA,South of  USA ,Estados Unidos,Florida,Tampa
3976542606,USCA,US Center ,Estados Unidos,Texas,Frisco
8992969293,USCA,South of  USA ,Estados Unidos,Carolina del Norte,Jacksonville
8199776694,USCA,South of  USA ,Estados Unidos,Florida,Tallahassee
6289805172,USCA,East of USA,Estados Unidos,Maine,Lewiston
8867181695,USCA,South of  USA ,Estados Unidos,Florida,Port Saint Lucie
8876138461,USCA,US Center ,Estados Unidos,Misuri,Saint Louis
105646739,USCA,East of USA,Estados Unidos,Massachusetts,Lawrence
6472579873,USCA,Canada,Canada,Saskatchewan,Saskatoon
4790197183,USCA,West of USA ,Estados Unidos,Oregón,Redmond
9110921627,USCA,South of  USA ,Estados Unidos,Carolina del Norte,Fayetteville
6852719065,USCA,East of USA,Estados Unidos,Nueva York,Rome
8728927988,Africa,Central Africa,Camerún,Littoral,Edea
6476764809,Africa,East Africa,Zimbabue,Harare,Chitungwiza
14144382,Africa,East Africa,Zimbabue,Harare,Harare
322143382,Africa,Central Africa,República Democrática del Congo,Katanga,Lubumbashi
9994891427,Africa,West Africa,Benín,Donga,Djougou
6073587020,Africa,East Africa,Eritrea,Anseba,Keren
9572454036,Africa,West Africa,Burkina Faso,Centro,Ouagadougou
9541945516,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Ennigerloh
3581440827,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Solingen
5399246414,Europe,Southern Europe,Italia,Campania,Naples
5901738293,Europe,Western Europe,Alemania,Baja Sajonia,Langen
1271233166,Europe,Eastern Europe,Rumania,Vâlcea,Ramnicu Valcea
9278414771,Europe,Northern Europe,Reino Unido,Inglaterra,Mansfield
4523787790,Europe,Western Europe,Francia,Isla de Francia,Montmorency
404421775,Europe,Western Europe,Alemania,Baja Sajonia,Oldenburg
2340254289,Europe,Western Europe,Francia,Isla de Francia,Ivry-sur-Seine
4598415359,Europe,Western Europe,Francia,Isla de Francia,Saint-Denis
2589243708,Europe,Northern Europe,Reino Unido,Inglaterra,Poole
5081362747,Europe,Western Europe,Francia,Norte-Paso de Calais-Picardía,Boulogne-sur-Mer
5403564275,Europe,Western Europe,Francia,Isla de Francia,Champigny-sur-Marne
9216855544,Europe,Eastern Europe,Bielorrusia,Brest,Brest
472042965,Pacific Asia,Eastern Asia,China,Heilongjiang,Suihua
5599626648,Pacific Asia,Eastern Asia,China,Guangdong,Wuchuan
6385654148,Pacific Asia,South Asia,India,Haryana,Rohtak
5745372994,Pacific Asia,Southeast Asia,Filipinas,Luzón Central,San Jose del Monte
4047685901,LATAM,South America,Brasil,Rio Grande do Sul,Santa Rosa
4931105391,LATAM,Central America,Nicaragua,Masaya,Masaya
2459096065,LATAM,Central America,El Salvador,San Salvador,Soyapango
4121761748,LATAM,South America,Colombia,Antioquía,Medellín
3908111331,LATAM,Central America,Costa Rica,Guanacaste,Nicoya
5083657349,LATAM,South America,Brasil,São Paulo,Ribeirão Preto
1695245853,LATAM,Central America,Nicaragua,Estelí,Estelí
1126093613,LATAM,South America,Brasil,São Paulo,Itapevi
2232321135,LATAM,South America,Bolivia,Oruro,Oruro
9738610043,LATAM,Central America,México,Yucatán,Progreso
7071048165,LATAM,South America,Brasil,Paraná,Curitiba
2329515291,LATAM,Central America,México,México,Toluca
9458859305,LATAM,South America,Brasil,Ceará,Fortaleza
4033040444,LATAM,South America,Argentina,Santa Fe,Avellaneda
4461846311,LATAM,Central America,México,Distrito Federal,Azcapotzalco
1446403712,Africa,West Africa,Benín,Ouémé,Porto-Novo
4719249309,Pacific Asia,West Asia,Turquía,Nigde,Nigde
1586539695,Pacific Asia,West Asia,Turquía,Ardahan,Ardahan
755336754,Pacific Asia,West Asia,Turquía,Estambul,Maltepe
8160793249,Europe,Eastern Europe,Rusia,Cheliábinsk,Magnitogorsk
7669906960,Africa,Central Africa,República Democrática del Congo,Kasai Occidental,Kananga
4463739768,Europe,Eastern Europe,Polonia,Gran Polonia,Poznan
1223484735,Africa,Central Africa,República Democrática del Congo,Équateur,Mbandaka
6705373536,Pacific Asia,West Asia,Turquía,Manisa,Akhisar
5096875440,Africa,West Africa,Ghana,Septentrional,Tamale
7953379615,Pacific Asia,West Asia,Turquía,Sanliurfa,Sanliurfa
5995084150,Pacific Asia,West Asia,Turquía,Kahramanmara?,Kahramanmara?
7044644244,Pacific Asia,West Asia,Turquía,Ankara,Ankara
9677473729,Pacific Asia,West Asia,Israel,Haifa,Haifa
2210770296,USCA,Canada,Canada,Ontario,Toronto
9148557348,Africa,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,Rabat
4022979555,Africa,West Africa,Nigeria,Kaduna,Kaduna
7799952722,Pacific Asia,West Asia,Turquía,Estambul,Uskudar
8029972666,Africa,West Africa,Senegal,Thiès,Thies Nones
6007608845,Africa,North Africa,Argelia,Orán,Orán
1693942484,USCA,West of USA ,Estados Unidos,California,Sacramento
9897799596,USCA,South of  USA ,Estados Unidos,Tennessee,Clarksville
9387356591,USCA,US Center ,Estados Unidos,Indiana,Noblesville
5348783453,USCA,East of USA,Estados Unidos,Nueva Jersey,Lakewood
1777203696,USCA,East of USA,Estados Unidos,Virginia Occidental,Wheeling
9363381388,USCA,East of USA,Estados Unidos,Pensilvania,Chester
3957156201,USCA,West of USA ,Estados Unidos,Washington,Spokane
2714224831,USCA,East of USA,Estados Unidos,Massachusetts,Cambridge
4611013461,USCA,South of  USA ,Estados Unidos,Arkansas,Little Rock
5304732450,USCA,South of  USA ,Estados Unidos,Misisipi,Jackson
3904321362,USCA,East of USA,Estados Unidos,Ohio,Medina
9841812558,USCA,East of USA,Estados Unidos,Delaware,Wilmington
5233336688,USCA,US Center ,Estados Unidos,Oklahoma,Broken Arrow
9904860428,USCA,South of  USA ,Estados Unidos,Virginia,Chesapeake
4400987194,USCA,West of USA ,Estados Unidos,Colorado,Englewood
9349140743,USCA,West of USA ,Estados Unidos,Arizona,Phoenix
6540678165,USCA,South of  USA ,Estados Unidos,Misisipi,Southaven
4586706040,USCA,West of USA ,Estados Unidos,California,Redlands
2367675361,USCA,US Center ,Estados Unidos,Illinois,Quincy
892989564,USCA,US Center ,Estados Unidos,Minnesota,Saint Paul
8184973624,USCA,South of  USA ,Estados Unidos,Virginia,Harrisonburg
1973148332,USCA,US Center ,Estados Unidos,Indiana,New Albany
4197109202,Pacific Asia,Oceania,Australia,Nueva Gales del Sur,Griffith
9542723552,Pacific Asia,Eastern Asia,China,Liaoning,Fushun
2604716326,Pacific Asia,South Asia,India,Uttar Pradesh,Moradabad
3126067971,Pacific Asia,South Asia,India,Tamil Nadu,Nagercoil
5665992658,Pacific Asia,Eastern Asia,China,Henan,Yunyang
2683452944,Pacific Asia,South Asia,India,Bengala Occidental,Kulti
3754883214,Pacific Asia,South Asia,India,Manipur,Imphal
3190464759,Europe,Southern Europe,Italia,Toscana,Pisa
968650395,Europe,Southern Europe,Portugal,Lisboa,Amadora
906085216,Europe,Western Europe,Países Bajos,Brabante Septentrional,Tilburg
697504568,Europe,Western Europe,Alemania,Sajonia-Anhalt,Naumburg
157455482,Europe,Southern Europe,España,Madrid,Valdemoro
261365811,Europe,Western Europe,Francia,Centro-Valle de Loira,Olivet
9712432038,Europe,Western Europe,Francia,Alsacia-Champaña-Ardenas-Lorena,Epinal
810224817,Europe,Southern Europe,Italia,Campania,Avellino
1675149023,Europe,Western Europe,Países Bajos,Holanda Meridional,Schiedam
4907134805,Europe,Southern Europe,Italia,Emilia-Romaña,Ravenna
9794225593,Europe,Western Europe,Francia,Normandía,Flers
680982648,Europe,Western Europe,Alemania,Baja Sajonia,Emden
1764798037,Europe,Southern Europe,Italia,Emilia-Romaña,Rimini
3590170676,LATAM,South America,Brasil,Pernambuco,Surubim
2232246834,LATAM,South America,Brasil,Mato Grosso,Pontes e Lacerda
6911876289,LATAM,Central America,México,Distrito Federal,Coyoacán
9392197413,LATAM,South America,Colombia,Arauca,Arauca
4959188650,LATAM,Central America,Honduras,Cortés,Choloma
9257629645,LATAM,Central America,México,San Luis Potosí,Soledad Díez Gutiérrez
5573103295,LATAM,South America,Argentina,Mendoza,San Rafael
529474420,LATAM,Central America,México,Distrito Federal,Milpa Alta
2359966522,LATAM,South America,Brasil,Bahía,Feira de Santana
4633235870,LATAM,South America,Brasil,Paraná,Francisco Beltrão
5807278151,LATAM,South America,Brasil,Tocantins,Araguaína
3785083833,LATAM,Caribbean,Cuba,Mayabeque,San José de las Lajas
2008804995,LATAM,Central America,México,México,San Pablo de las Salinas
6601450950,LATAM,Central America,México,Durango,Gómez Palacio
794296977,LATAM,South America,Brasil,Bahía,Eunápolis
2555080011,LATAM,Caribbean,Cuba,Santiago de Cuba,Palma Soriano
5246734078,LATAM,South America,Colombia,Huila,Neiva
7022467817,LATAM,Caribbean,Cuba,Matanzas,Matanzas
7204328066,LATAM,South America,Colombia,Antioquía,Bello
2089766351,LATAM,Caribbean,Cuba,Villa Clara,Santa Clara
5342277785,LATAM,South America,Brasil,Minas Gerais,Betim
2791356289,LATAM,South America,Chile,Los Lagos,Puerto Montt
3522274032,LATAM,South America,Brasil,Goiás,Anápolis
7348852397,LATAM,Central America,El Salvador,Santa Ana,Santa Ana
7682742013,LATAM,Central America,México,Michoacán,Morelia
8069721826,LATAM,South America,Venezuela,Anzoátegui,Puerto La Cruz
1125469544,LATAM,Caribbean,República Dominicana,La Romana,La Romana
6505249723,LATAM,Caribbean,República Dominicana,Barahona,Santa Cruz de Barahona
1492047883,LATAM,South America,Brasil,Río de Janeiro,Barra Mansa
4983050237,LATAM,South America,Brasil,Bahía,Salvador
6592394214,LATAM,South America,Brasil,Paraíba,João Pessoa
2203528577,LATAM,Central America,México,Tamaulipas,Nuevo Laredo
4541990826,LATAM,South America,Ecuador,Pichincha,Santo Domingo de los Colorados
6722970541,LATAM,Caribbean,República Dominicana,La Vega,La Vega
9129035529,LATAM,South America,Colombia,Magdalena,Santa Marta
3658307934,LATAM,South America,Argentina,Mendoza,Mendoza
8966992077,Pacific Asia,West Asia,Turquía,Estambul,Bagcilar
3970685588,Europe,Eastern Europe,Ucrania,Ivano-Frankivsk,Ivano-Frankivs'k
737766014,Africa,East Africa,Tanzania,Mwanza,Mwanza
9167047548,Africa,North Africa,Libia,Bengasi,Benghazi
5427841234,Europe,Eastern Europe,Rusia,Arjánguelsk,Arkhangelsk
2627725337,Pacific Asia,West Asia,Arabia Saudí,Jizán,Jizán
5184301622,Europe,Southern Europe,Italia,Lacio,Tivoli
3709531203,Europe,Western Europe,Francia,Isla de Francia,Cachan
8104588462,Europe,Western Europe,Francia,Isla de Francia,Les Pavillons-sous-Bois
566372395,Europe,Eastern Europe,Polonia,Lodz,Lodz
4981145283,Europe,Eastern Europe,Ucrania,Poltava,Kremenchuk
4152858991,Europe,Western Europe,Francia,Norte-Paso de Calais-Picardía,Villeneuve-d'Ascq
7935221703,Europe,Eastern Europe,Polonia,Mazovia,Radom
5771741073,Europe,Western Europe,Francia,Auvernia-Ródano-Alpes,Bourgoin-Jallieu
9336273705,Europe,Western Europe,Alemania,Baja Sajonia,Hildesheim
2234796820,Europe,Western Europe,Francia,Isla de Francia,Villiers-sur-Marne
3611918703,Europe,Southern Europe,Italia,Toscana,Marina di Carrara
2089452244,Europe,Northern Europe,Lituania,iauliai,Siauliai
1329110811,Europe,Northern Europe,Reino Unido,Inglaterra,Blackpool
4707612551,Europe,Western Europe,Países Bajos,Limburgo,Heerlen
8218630484,Europe,Northern Europe,Suecia,Estocolmo,Solna
3533618449,Europe,Western Europe,Francia,Isla de Francia,Domont
8896640288,Europe,Western Europe,Francia,Isla de Francia,Puteaux
8438284760,Europe,Western Europe,Alemania,Turingia,Erfurt
5282887660,LATAM,South America,Argentina,Santa Fe,Santa Fe
2066394080,LATAM,Central America,México,Guanajuato,San Francisco del Rincón
472045559,LATAM,South America,Brasil,Rio Grande do Sul,Porto Alegre
7730206544,LATAM,Central America,México,Distrito Federal,Miguel Hidalgo
5871605475,LATAM,Central America,México,Michoacán,Heroica Zitácuaro
2192583349,LATAM,Central America,México,Veracruz,Veracruz
9498809752,LATAM,Central America,Honduras,Choluteca,Choluteca
6690830678,LATAM,South America,Brasil,Río de Janeiro,Resende
6076651573,LATAM,Central America,México,Chiapas,San Cristóbal de Las Casas
557832034,LATAM,Central America,México,Chiapas,Tuxtla Gutiérrez
5046836997,LATAM,South America,Brasil,Río Grande del Norte,Mossoró
1620122339,LATAM,Central America,México,Guanajuato,Celaya
4288488927,LATAM,Caribbean,Haití,Artibonito,Gonaïves
1304092299,LATAM,Caribbean,Cuba,Sancti Spíritus,Sancti Spíritus
1564306470,LATAM,South America,Colombia,Quindío,Armenia
1350172095,LATAM,Central America,México,México,Metepec
8031864748,LATAM,Central America,México,Hidalgo,Tulancingo
1358915936,LATAM,South America,Brasil,Pará,Castanhal
1830644738,LATAM,South America,Colombia,Santander,Bucaramanga
6042090947,LATAM,South America,Colombia,Atlántico,Soledad
6260533205,LATAM,Central America,México,Coahuila,Acuña
7838746085,LATAM,South America,Brasil,Minas Gerais,Itaúna
5422639169,LATAM,Caribbean,Trinidad y Tobago,San Fernando,San Fernando
5952371207,LATAM,South America,Venezuela,Aragua,El Limón
8226990165,LATAM,South America,Colombia,Atlántico,Barranquilla
1662798667,LATAM,Central America,México,Veracruz,Poza Rica de Hidalgo
2629400242,LATAM,South America,Brasil,Pará,Altamira
7381964467,LATAM,Central America,México,Baja California,Mexicali
2684327424,LATAM,South America,Brasil,Minas Gerais,Ponte Nova
5158924623,LATAM,South America,Argentina,San Juan,San Juan
1314464350,LATAM,Caribbean,Cuba,Granma,Manzanillo
3937215803,LATAM,South America,Perú,Callao,Callao
6198625318,LATAM,South America,Colombia,Quindío,Montenegro
6447765100,LATAM,South America,Brasil,Rio Grande do Sul,Caxias do Sul
6421045507,LATAM,Central America,El Salvador,San Salvador,Delgado
2536646105,LATAM,South America,Brasil,Santa Catarina,Blumenau
6716454984,LATAM,South America,Uruguay,Canelones,Las Piedras
7413793955,LATAM,Central America,Panamá,Colón,Colón
3549052680,LATAM,South America,Brasil,Piauí,Teresina
1057173652,Pacific Asia,West Asia,Turquía,Gaziantep,Gaziantep
8419994679,Pacific Asia,Eastern Asia,Corea del Sur,Busan,Busan
1949353176,Pacific Asia,West Asia,Turquía,Konya,Konya
368498373,Pacific Asia,Oceania,Australia,Australia Occidental,Bunbury
423383314,Pacific Asia,South Asia,India,Guyarat,Surat
6006617469,Pacific Asia,Eastern Asia,China,Shandong,Laiyang
3364248292,Pacific Asia,South Asia,India,Bengala Occidental,Bhatpara
